age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
51, Federal-gov,280041, Prof-school,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,20,0,40, United-States, >50K
20, ?,319979, Some-college,9, Never-married, ?, Own-child, White, Female,5,0,9, United-States, <=50K
19, Private,119892, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,2,0,35, Philippines, <=50K
25, Self-emp-not-inc,356293, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,4,0,19, United-States, <=50K
42, Self-emp-not-inc,196641, 9th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2955,0,59, United-States, <=50K
53, Private,106504, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,5,0,40, Puerto-Rico, <=50K
46, Local-gov,300486, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15,0,64, United-States, >50K
43, Local-gov,163590, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,45, United-States, <=50K
57, Federal-gov,240316, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
25, Private,103959, Assoc-voc,7, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,34, United-States, <=50K
55, Private,214624, Doctorate,14, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
53, Private,617315, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Cuba, <=50K
38, Local-gov,195351, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,200215, 11th,7, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,6, United-States, <=50K
39, Self-emp-not-inc,382849, Some-college,10, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,34, Puerto-Rico, <=50K
48, Private,293632, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,3,0,36, Jamaica, <=50K
60, Private,153740, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov,232517, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, ?, <=50K
39, Private,245167, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov,217062, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,12,0,40, Cuba, >50K
60, Self-emp-not-inc,76604, HS-grad,9, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,10,0,40, United-States, <=50K
60, Private,125772, 9th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
28, Self-emp-not-inc,107834, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
65, Self-emp-not-inc,99356, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,34, United-States, <=50K
